,district,size,level,max_levels,price
2038,Яшнободский,56.0,4,9,106000.0
2039,Учтепинский,115.0,6,9,160000.0
2040,Юнусабадский,97.0,2,9,160000.0
2041,Чиланзарский,120.0,1,4,168000.0
2042,Мирабадский,200.0,6,9,324000.0
2043,Яшнободский,75.0,5,9,158000.0
2044,Мирзо-Улугбекский,76.0,2,5,114000.0
2045,Чиланзарский,54.0,4,4,74000.0
2046,Шайхантахурский,72.0,8,9,85000.0
2047,Олмазорский,40.0,5,5,47000.0
2048,Олмазорский,60.0,1,4,80000.0
2049,Мирзо-Улугбекский,63.0,4,9,111000.0
2050,Мирабадский,120.0,8,9,230000.0
2051,Мирабадский,100.0,2,16,196000.0
2052,Сергелийский,120.0,9,9,118000.0
2053,Мирабадский,105.0,7,7,190000.0
2054,Мирабадский,94.0,2,7,192000.0
2055,Мирзо-Улугбекский,75.0,4,9,132000.0
2056,Яккасарайский,83.0,5,7,154000.0
2057,Мирабадский,75.0,6,9,206000.0
2058,Яккасарайский,105.0,1,9,134000.0
2059,Мирабадский,40.0,1,1,47000.0
2060,Мирзо-Улугбекский,60.0,2,4,156000.0
2061,Мирабадский,38.0,2,9,76000.0
2062,Яккасарайский,215.0,8,9,330000.0
2063,Юнусабадский,105.0,3,4,138000.0
2064,Мирабадский,90.0,9,12,130000.0
2065,Мирабадский,75.0,9,9,112000.0
2066,Мирабадский,125.0,4,9,260000.0
2067,Мирабадский,75.0,3,9,182000.0
2068,Мирабадский,80.0,1,9,176000.0
2069,Мирабадский,75.0,9,9,160000.0
2070,Яккасарайский,80.0,11,16,96000.0
2071,Мирабадский,53.0,3,4,108000.0
2072,Яшнободский,140.0,2,4,280000.0
2073,Мирабадский,120.0,13,16,230000.0
2074,Яккасарайский,70.0,1,9,112000.0
2075,Яккасарайский,150.0,4,16,128000.0
2076,Юнусабадский,86.0,4,4,126000.0
2077,Яшнободский,93.0,2,13,67552.0
2078,Юнусабадский,110.0,3,9,176000.0
2079,Юнусабадский,65.0,2,4,151000.0
2080,Юнусабадский,51.0,3,4,100000.0
2081,Юнусабадский,60.0,2,9,89000.0
2082,Чиланзарский,95.0,7,7,81716.0
2083,Мирзо-Улугбекский,80.0,5,5,72000.0
2084,Чиланзарский,68.0,3,5,84000.0
2085,Мирзо-Улугбекский,86.0,3,4,186000.0
2086,Мирзо-Улугбекский,101.0,6,9,172000.0
2087,Мирзо-Улугбекский,60.0,1,5,142000.0
2088,Юнусабадский,40.0,2,4,125000.0
2089,Яшнободский,70.0,2,5,94000.0
2090,Юнусабадский,125.0,5,9,220000.0
2091,Яккасарайский,44.0,2,9,54000.0
2092,Юнусабадский,60.0,9,9,99998.0
2093,Яшнободский,94.0,5,9,130000.0
2094,Юнусабадский,90.0,2,4,156000.0
2095,Юнусабадский,74.0,4,4,128000.0
2096,Мирзо-Улугбекский,70.0,4,4,65000.0
2097,Мирзо-Улугбекский,100.0,3,4,176000.0
2098,Мирзо-Улугбекский,38.51,3,4,42000.0
2099,Мирзо-Улугбекский,50.0,4,4,53000.0
2100,Юнусабадский,86.0,2,4,148000.0
2101,Яккасарайский,116.0,3,9,176000.0
2102,Мирзо-Улугбекский,51.0,4,4,51000.0
2103,Яккасарайский,76.0,5,9,87000.0
2104,Мирзо-Улугбекский,34.0,4,4,41000.0
2105,Мирзо-Улугбекский,70.0,2,4,72000.0
2106,Янгихаётский,28.0,1,4,46000.0
2107,Яккасарайский,52.0,4,5,65000.0
2108,Шайхантахурский,72.0,2,9,117000.0
2109,Мирзо-Улугбекский,110.0,4,7,316000.0
2110,Яшнободский,58.0,5,5,62000.0
2111,Яккасарайский,113.0,4,5,140000.0
2112,Мирабадский,50.0,5,6,120000.0
2113,Яшнободский,62.0,7,9,67000.0
2114,Сергелийский,43.0,2,7,62000.0
2115,Юнусабадский,34.0,3,4,49000.0
2116,Мирзо-Улугбекский,80.0,7,8,140000.0
2117,Яшнободский,75.0,4,9,106000.0
2118,Мирабадский,67.0,2,4,120000.0
2119,Мирзо-Улугбекский,35.0,3,5,65000.0
2120,Мирзо-Улугбекский,88.0,5,9,210000.0
2121,Чиланзарский,80.0,3,5,90000.0
2123,Юнусабадский,105.0,3,5,190000.0
2124,Яккасарайский,90.0,5,5,90000.0
2125,Чиланзарский,91.0,3,4,98000.0
2126,Мирзо-Улугбекский,95.0,7,9,100000.0
2127,Чиланзарский,24.0,3,3,40000.0
2128,Мирабадский,85.0,5,9,148000.0
2129,Учтепинский,92.0,3,4,124000.0
2130,Яккасарайский,44.0,2,9,54000.0
2131,Сергелийский,62.0,2,9,74000.0
2132,Мирабадский,55.0,3,4,102000.0
2133,Мирабадский,62.0,3,9,106000.0
2134,Чиланзарский,67.0,4,4,71000.0
2135,Учтепинский,64.0,3,5,76000.0
2136,Мирабадский,42.0,5,6,120000.0
2137,Яшнободский,100.0,3,4,290000.0
2138,Учтепинский,63.0,9,9,66000.0
2139,Мирзо-Улугбекский,40.0,3,3,65000.0
2140,Мирзо-Улугбекский,40.0,3,3,65000.0
2141,Мирзо-Улугбекский,18.0,4,4,24000.0
2142,Чиланзарский,100.0,4,9,190000.0
2143,Мирзо-Улугбекский,41.0,3,4,62000.0
2144,Мирзо-Улугбекский,39.0,1,4,52000.0
2145,Мирзо-Улугбекский,24.0,2,4,27000.0
2146,Мирзо-Улугбекский,33.0,3,5,51000.0
2147,Мирзо-Улугбекский,45.0,2,4,67010.0
2148,Яккасарайский,116.0,3,9,176000.0
2149,Мирзо-Улугбекский,60.0,1,5,92000.0
2151,Яккасарайский,42.0,5,9,47000.0
2152,Яккасарайский,43.0,5,9,51000.0
2153,Яккасарайский,54.0,2,9,59000.0
2154,Яккасарайский,64.0,1,5,84000.0
2155,Яккасарайский,96.0,2,5,168000.0
2156,Чиланзарский,30.0,1,4,49000.0
2157,Яккасарайский,110.0,4,8,143600.0
2158,Яккасарайский,36.0,2,5,74000.0
2159,Мирабадский,100.0,3,7,260000.0
2160,Сергелийский,50.0,1,4,74000.0
2161,Мирзо-Улугбекский,65.0,5,5,74000.0
2162,Чиланзарский,88.0,6,8,110000.0
2163,Мирзо-Улугбекский,64.0,5,5,68000.0
2164,Мирабадский,100.0,7,9,210000.0
2165,Мирзо-Улугбекский,69.0,4,4,94000.0
2166,Мирзо-Улугбекский,59.0,3,5,88000.0
2167,Мирзо-Улугбекский,62.0,3,4,74000.0
2168,Яккасарайский,36.0,2,4,59000.0
2169,Яккасарайский,51.0,4,4,67000.0
2170,Мирабадский,38.0,2,9,74000.0
2171,Яккасарайский,59.0,1,2,67000.0
2172,Яккасарайский,42.0,2,2,69000.0
2173,Яккасарайский,45.0,1,2,80000.0
2174,Мирабадский,52.0,8,8,174000.0
2175,Яккасарайский,53.0,1,9,73000.0
2176,Мирабадский,120.0,2,8,290000.0
2177,Яккасарайский,106.0,4,6,276000.0
2178,Яккасарайский,42.0,1,2,74000.0
2179,Яккасарайский,100.0,7,9,120000.0
2180,Яккасарайский,40.0,2,5,55000.0
2182,Мирабадский,105.0,2,8,344000.0
2183,Юнусабадский,70.0,4,4,129000.0
2184,Мирабадский,98.0,1,4,128000.0
2185,Яккасарайский,56.0,4,4,74000.0
2186,Мирабадский,50.0,3,5,77000.0
2187,Мирзо-Улугбекский,74.0,8,9,100000.0
2188,Яккасарайский,131.0,7,8,170000.0
2189,Мирзо-Улугбекский,60.0,3,9,106000.0
2190,Мирабадский,147.0,3,12,273000.0
2191,Юнусабадский,42.0,4,4,50000.0
2192,Мирзо-Улугбекский,65.0,4,5,83000.0
2193,Учтепинский,42.0,4,5,51000.0
2194,Мирзо-Улугбекский,74.0,2,9,116000.0
2195,Учтепинский,58.0,2,5,67600.0
2196,Мирзо-Улугбекский,50.0,1,4,73000.0
2197,Чиланзарский,90.0,5,9,79000.0
2198,Мирабадский,62.0,9,9,114000.0
2199,Мирзо-Улугбекский,64.0,1,4,130000.0
2200,Чиланзарский,67.0,4,4,71000.0
2201,Мирабадский,120.0,1,4,270000.0
2202,Яккасарайский,54.0,1,2,74000.0
2203,Яшнободский,63.0,4,5,87000.0
2204,Яккасарайский,55.0,4,5,74000.0
2205,Яккасарайский,60.0,8,9,74000.0
2206,Яккасарайский,48.0,1,4,75000.0
2207,Юнусабадский,60.0,2,4,150000.0
2208,Мирзо-Улугбекский,47.0,3,9,93000.0
2209,Мирзо-Улугбекский,40.0,2,5,80000.0
2210,Юнусабадский,55.0,5,5,63000.0
2211,Мирзо-Улугбекский,50.0,2,4,64000.0
2212,Мирзо-Улугбекский,55.0,4,4,64000.0
2213,Мирзо-Улугбекский,60.0,2,4,84000.0
2214,Мирзо-Улугбекский,24.0,3,4,30000.0
2215,Юнусабадский,81.0,4,4,123000.0
2216,Мирзо-Улугбекский,65.0,3,9,120000.0
2217,Яккасарайский,52.0,9,12,77000.0
2218,Олмазорский,113.0,3,4,160000.0
2219,Мирзо-Улугбекский,60.0,1,4,78000.0
2220,Чиланзарский,51.0,1,4,73000.0
2221,Учтепинский,50.0,1,4,73000.0
2222,Мирабадский,130.0,3,9,210000.0
2223,Мирзо-Улугбекский,55.0,5,5,66000.0
2224,Мирабадский,113.0,5,5,130000.0
2225,Чиланзарский,50.0,5,5,84000.0
2226,Чиланзарский,51.0,1,4,79000.0
2227,Чиланзарский,100.0,2,4,136000.0
2228,Учтепинский,54.0,3,5,70000.0
2229,Мирзо-Улугбекский,75.0,3,4,134000.0
2231,Яккасарайский,48.0,1,4,78000.0
2232,Юнусабадский,125.0,3,9,164000.0
2233,Яккасарайский,53.0,9,12,78000.0
2234,Юнусабадский,60.0,2,9,110000.0
2235,Яккасарайский,53.0,5,8,86000.0
2236,Юнусабадский,160.0,3,9,210000.0
2237,Яккасарайский,42.0,2,2,78000.0
2238,Яккасарайский,40.0,1,4,80000.0
2239,Яккасарайский,55.0,3,9,80000.0
2240,Мирабадский,50.0,4,4,94000.0
2241,Яккасарайский,50.0,2,2,82000.0
2242,Чиланзарский,30.0,2,4,51400.0
2244,Мирзо-Улугбекский,26.0,3,4,45000.0
2245,Сергелийский,52.0,2,5,73000.0
2246,Мирзо-Улугбекский,80.0,1,4,220000.0
2247,Мирзо-Улугбекский,40.0,5,5,53000.0
2248,Мирзо-Улугбекский,40.0,4,4,50000.0
2249,Шайхантахурский,100.0,5,9,152000.0
2250,Мирзо-Улугбекский,50.0,3,4,84000.0
2251,Яккасарайский,52.0,4,4,82000.0
2252,Мирабадский,65.0,2,4,132000.0
2253,Мирзо-Улугбекский,140.0,4,5,210000.0
2254,Яккасарайский,48.0,2,3,84000.0
2255,Мирабадский,45.0,1,4,84000.0
2256,Шайхантахурский,74.0,8,9,130000.0
2257,Чиланзарский,55.0,2,2,88000.0
2258,Мирзо-Улугбекский,40.0,1,4,48000.0
2259,Мирзо-Улугбекский,36.0,2,4,50000.0
2260,Мирзо-Улугбекский,18.0,4,4,24000.0
2261,Мирзо-Улугбекский,31.0,2,3,40000.0
2262,Юнусабадский,72.0,3,4,150000.0
2263,Юнусабадский,75.0,1,4,214000.0
2264,Юнусабадский,43.0,7,9,76000.0
2265,Юнусабадский,279.0,1,3,300000.0
2266,Яшнободский,52.0,4,5,114000.0
2267,Яккасарайский,50.0,7,8,90000.0
2268,Яккасарайский,53.0,4,5,92000.0
2269,Мирабадский,85.0,2,5,156000.0
2270,Яккасарайский,55.0,2,4,292000.0
2271,Мирабадский,80.0,3,5,144000.0
2272,Мирабадский,75.0,4,5,110000.0
2273,Юнусабадский,43.0,1,4,95000.0
2274,Юнусабадский,75.0,1,4,190000.0
2275,Мирзо-Улугбекский,110.0,5,5,210000.0
2276,Яшнободский,86.0,4,9,178000.0
2277,Яккасарайский,69.0,4,9,94000.0
2278,Олмазорский,70.0,6,7,114000.0
2279,Мирзо-Улугбекский,60.0,3,5,90000.0
2280,Яшнободский,80.0,1,5,156000.0
2281,Мирабадский,100.0,4,4,136000.0
2282,Яккасарайский,68.0,9,9,94000.0
2283,Яккасарайский,66.0,2,9,94000.0
2284,Мирабадский,110.0,8,9,166000.0
2285,Яшнободский,75.0,6,9,164000.0
2286,Яккасарайский,50.0,2,3,94000.0
2287,Яккасарайский,56.0,4,4,94000.0
2288,Мирабадский,145.0,5,9,240000.0
2289,Яккасарайский,60.0,5,9,96000.0
2290,Яккасарайский,51.0,4,4,99000.0
2291,Яккасарайский,65.0,2,8,150000.0
2292,Яккасарайский,51.0,5,5,102000.0
2293,Мирзо-Улугбекский,75.0,1,4,180000.0
2294,Мирабадский,80.0,4,4,176000.0
2295,Мирабадский,65.0,9,9,110000.0
2296,Яшнободский,65.0,5,5,136000.0
2297,Юнусабадский,75.0,4,4,110000.0
2298,Юнусабадский,42.0,1,4,100000.0
2299,Мирабадский,42.0,1,9,92000.0
2300,Мирабадский,68.0,5,5,88000.0
2301,Мирабадский,120.0,1,2,260000.0
2302,Яшнободский,65.0,1,5,142000.0
2303,Яшнободский,95.0,4,5,182000.0
2304,Яшнободский,100.0,1,5,196000.0
2305,Мирабадский,50.0,4,4,94000.0
2306,Яккасарайский,30.0,4,5,67000.0
2307,Яккасарайский,50.0,2,5,104000.0
2308,Мирабадский,120.0,7,8,190000.0
2309,Яшнободский,65.0,5,5,136000.0
2310,Яккасарайский,70.0,2,7,150000.0
2311,Яшнободский,52.0,1,4,80000.0
2312,Яшнободский,80.0,4,5,180000.0
2313,Мирзо-Улугбекский,75.0,6,7,138000.0
2314,Юнусабадский,131.0,4,8,250000.0
2315,Мирзо-Улугбекский,62.0,2,4,146000.0
2316,Яшнободский,86.0,4,9,178000.0
2317,Яккасарайский,61.0,1,5,108000.0
2318,Мирзо-Улугбекский,50.0,3,4,67000.0
2319,Мирабадский,130.0,2,8,220000.0
2320,Мирзо-Улугбекский,64.0,5,5,68000.0
2321,Учтепинский,90.0,5,5,84000.0
2322,Мирзо-Улугбекский,33.0,4,4,46000.0
2323,Мирзо-Улугбекский,51.0,3,4,70000.0
2324,Мирзо-Улугбекский,19.0,4,4,41000.0
2325,Мирзо-Улугбекский,38.0,2,4,71000.0
2326,Мирзо-Улугбекский,30.0,5,5,47000.0
2327,Мирзо-Улугбекский,52.0,1,2,62000.0
2328,Яккасарайский,52.0,1,3,108000.0
2329,Яккасарайский,57.0,3,4,109996.0
2330,Яшнободский,58.0,4,9,78000.0
2331,Мирзо-Улугбекский,100.0,4,4,96000.0
2332,Мирзо-Улугбекский,60.0,6,9,77000.0
2333,Мирзо-Улугбекский,52.0,5,5,64000.0
2334,Яккасарайский,39.0,1,5,53400.0
2335,Шайхантахурский,93.0,9,9,112000.0
2336,Юнусабадский,63.0,3,4,90000.0
2337,Чиланзарский,27.0,3,3,39000.0
2338,Мирабадский,3.0,1,1,100000.0
2339,Юнусабадский,70.0,3,4,114000.0
2340,Мирзо-Улугбекский,63.0,4,9,92000.0
2341,Мирзо-Улугбекский,23.0,2,3,35000.0
2343,Мирзо-Улугбекский,75.0,3,7,130000.0
2344,Мирзо-Улугбекский,80.0,1,4,184000.0
2345,Юнусабадский,28.0,3,4,53000.0
2346,Сергелийский,90.0,3,9,90000.0
2347,Мирзо-Улугбекский,50.0,2,4,96000.0
2348,Яккасарайский,79.0,8,9,148000.0
2349,Мирабадский,110.0,5,9,270000.0
2350,Мирабадский,76.0,7,16,126000.0
2351,Мирабадский,110.0,9,9,170000.0
2352,Яшнободский,87.0,8,9,86000.0
2353,Сергелийский,108.0,4,5,93000.0
2354,Мирабадский,150.0,6,9,290000.0
2355,Яккасарайский,65.0,2,9,97000.0
2356,Чиланзарский,43.0,2,4,72000.0
2359,Юнусабадский,40.0,3,5,60000.0
2360,Мирабадский,100.0,7,9,180000.0
2361,Мирабадский,105.0,7,8,186000.0
2362,Шайхантахурский,43.0,3,4,77000.0
2363,Олмазорский,53.0,2,4,47000.0
2364,Мирабадский,80.0,2,4,160000.0
2365,Сергелийский,59.0,2,7,50000.0
2366,Яккасарайский,75.0,5,9,94000.0
2367,Олмазорский,42.0,4,5,45600.0
2368,Мирзо-Улугбекский,83.0,5,8,220000.0
2369,Мирабадский,80.0,8,9,106000.0
2370,Мирабадский,60.0,8,9,64000.0
2371,Мирабадский,60.0,9,9,70000.0
2372,Юнусабадский,25.0,3,4,47002.0
2373,Мирабадский,60.0,5,8,84000.0
2374,Сергелийский,73.0,3,7,70400.0
2375,Яккасарайский,190.0,7,8,400000.0
2376,Яккасарайский,100.0,8,8,240000.0
2377,Шайхантахурский,46.0,5,9,49000.0
2378,Юнусабадский,60.0,3,4,66400.0
2379,Мирзо-Улугбекский,80.0,7,9,180000.0
2380,Олмазорский,70.0,2,4,110000.0
2381,Яккасарайский,90.0,3,4,240000.0
2382,Мирзо-Улугбекский,70.0,9,9,90000.0
2383,Яккасарайский,80.0,1,10,190000.0
2384,Яккасарайский,80.0,4,4,160000.0
2385,Мирабадский,103.0,4,8,206000.0
2386,Мирабадский,63.0,6,16,152000.0
2387,Яккасарайский,39.0,2,5,53000.0
